network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access
-0.8069735267456838,-0.6297003924264745,-0.3639474699910612,1.0823988183327449,1.6533082507667853,-0.056249898363810905,1.1108833995041323,-0.7265229340074436,-0.4146580186499097
-0.6904113110564373,-0.6297003924264745,0.3027018478100054,-0.7858041147675799,0.37314372462876144,0.9686124104009414,-0.24221703149581444,-0.7265229340074436,-0.4146580186499097
0.8046258032186802,-0.6297003924264745,1.6360004834121387,1.2595897683702466,1.6533082507667853,0.6265455175732876,1.1108833995041323,-0.7265229340074436,2.411625857992359
-1.6229090365704089,1.0696863916425683,-1.6972461055931944,-0.6834758804258872,0.37314372462876144,-0.5458117574036311,-0.24221703149581444,-0.7265229340074436,-0.4146580186499097
1.9094328910558858,-0.6297003924264745,-0.3639474699910612,-0.4810764264310337,0.37314372462876144,0.8008937046681718,-0.24221703149581444,-0.7265229340074436,-0.4146580186499097
-1.0451658805454482,2.769073175711611,0.969351165611072,0.007863805146624747,-0.9070208015092623,-1.8002178226422527,-0.24221703149581444,-0.7265229340074436,-0.4146580186499097
1.1644482951289628,-0.6297003924264745,-1.0305967877921278,-0.7966254815064949,0.37314372462876144,-1.2258839598085314,1.1108833995041323,-0.7265229340074436,-0.4146580186499097
-0.5181019487332035,1.0696863916425683,-1.6972461055931944,-0.32241987637708763,0.37314372462876144,-0.7172035152339403,-0.24221703149581444,-0.7265229340074436,-0.4146580186499097
-0.9184678200136586,-0.6297003924264745,-1.0305967877921278,0.3343256997418779,-0.9070208015092623,0.7228867861368236,1.1108833995041323,-0.7265229340074436,2.411625857992359
1.245535053869308,1.0696863916425683,1.6360004834121387,-0.2549016466822201,-0.9070208015092623,1.2065498066226616,-0.24221703149581444,-0.7265229340074436,-0.4146580186499097
-0.7664301473755111,-0.6297003924264745,-0.3639474699910612,-0.9554683928734901,-0.9070208015092623,-1.0485280161631487,1.1108833995041323,0.11368002122589109,-0.4146580186499097
-0.999554578754004,1.0696863916425683,0.969351165611072,-0.0623528129930559,-0.9070208015092623,-0.7553751528359666,1.1108833995041323,-0.7265229340074436,2.411625857992359
-0.1582794568229209,-0.6297003924264745,-0.3639474699910612,-0.17236412670941695,0.37314372462876144,0.45497594084528675,1.1108833995041323,1.7940859316925606,-0.4146580186499097
0.28769771624897855,1.0696863916425683,0.969351165611072,-0.36090885277641627,-0.9070208015092623,-0.3359373918703525,-0.24221703149581444,0.11368002122589109,-0.4146580186499097
-0.29004543977598213,-0.6297003924264745,-1.6972461055931944,-0.5895486215863227,1.6533082507667853,-0.09065295559543723,-0.24221703149581444,-0.7265229340074436,-0.4146580186499097
0.3941240870956818,-0.6297003924264745,0.3027018478100054,-0.1996913671853421,0.37314372462876144,-0.16970327825730314,-0.24221703149581444,1.7940859316925606,-0.4146580186499097
-0.11266815503147665,1.0696863916425683,-0.3639474699910612,-0.8878633090362662,1.6533082507667853,-1.2842576230194926,-0.24221703149581444,-0.7265229340074436,-0.4146580186499097
-0.6194603971586351,1.0696863916425683,0.3027018478100054,-0.737427373762487,0.37314372462876144,-0.8416461940532601,1.1108833995041323,-0.7265229340074436,-0.4146580186499097
-0.6245283195799067,-0.6297003924264745,1.6360004834121387,-0.9652946808919258,0.37314372462876144,0.2536387806327225,-0.24221703149581444,1.7940859316925606,-0.4146580186499097
-0.07719269808257555,1.0696863916425683,1.6360004834121387,-0.516998220283514,1.6533082507667853,0.18180375637555085,-0.24221703149581444,1.7940859316925606,-0.4146580186499097
1.0681577691248025,1.0696863916425683,0.3027018478100054,-0.7664630178281787,0.37314372462876144,-1.6535856853099995,1.1108833995041323,-0.7265229340074436,-0.4146580186499097
0.18127134540227527,-0.6297003924264745,-1.6972461055931944,-0.8494733909829685,-0.9070208015092623,0.48912132421557825,-0.24221703149581444,2.6342888869258956,-0.4146580186499097
-2.2361276495442706,-0.6297003924264745,-1.0305967877921278,1.3326668246332614,-0.9070208015092623,0.3235087677466451,1.1108833995041323,-0.7265229340074436,-0.4146580186499097
-0.7968376819031406,-0.6297003924264745,-0.3639474699910612,2.852116441897929,1.6533082507667853,-0.010373779057073472,-1.5953174624957613,-0.7265229340074436,-0.4146580186499097
0.4295995440445829,-0.6297003924264745,-1.0305967877921278,-0.13689832315767048,-0.9070208015092623,1.7725032193386163,-0.24221703149581444,2.6342888869258956,-0.4146580186499097
0.2370184920362627,-0.6297003924264745,1.6360004834121387,0.556851892024212,0.37314372462876144,-0.4518357783799864,-1.5953174624957613,0.11368002122589109,-0.4146580186499097
0.7590145014272359,-0.6297003924264745,-1.0305967877921278,-0.6412530487113075,-0.9070208015092623,-0.503663409447189,1.1108833995041323,-0.7265229340074436,-0.4146580186499097
0.0038940606577698026,-0.6297003924264745,-0.3639474699910612,-0.6089650017536643,0.37314372462876144,-0.3897000265880752,-0.24221703149581444,-0.7265229340074436,-0.4146580186499097
1.1289728381800617,-0.6297003924264745,-0.3639474699910612,0.27852141181162465,-0.9070208015092623,1.7863723814161516,-1.5953174624957613,-0.7265229340074436,-0.4146580186499097
-1.4151242172982739,1.0696863916425683,-0.3639474699910612,0.0022061219514212245,1.6533082507667853,1.7533905467505373,-1.5953174624957613,-0.7265229340074436,-0.4146580186499097
0.049505362449214066,-0.6297003924264745,-1.0305967877921278,-0.4927154292755268,-0.9070208015092623,-1.5744379278182603,1.1108833995041323,-0.7265229340074436,-0.4146580186499097
1.600289623358319,-0.6297003924264745,0.969351165611072,0.22071762839776687,-0.9070208015092623,0.11719142298751421,-0.24221703149581444,1.7940859316925606,-0.4146580186499097
1.0326823121759015,-0.6297003924264745,-0.3639474699910612,-0.6164287994932585,-0.9070208015092623,-0.6519462029451981,-0.24221703149581444,-0.7265229340074436,-0.4146580186499097
0.7387428117421496,-0.6297003924264745,0.3027018478100054,-0.6844133401903183,-0.9070208015092623,-0.06095281231583978,-0.24221703149581444,0.11368002122589109,-0.4146580186499097
-0.08732854292511873,1.0696863916425683,1.6360004834121387,-0.7320337500609934,-0.9070208015092623,-0.21728321583031615,-0.24221703149581444,-0.7265229340074436,-0.4146580186499097
-1.9219164594254323,1.0696863916425683,-0.3639474699910612,1.2522068056054783,1.6533082507667853,-0.517098556681622,1.1108833995041323,0.11368002122589109,-0.4146580186499097
-0.6194603971586351,1.0696863916425683,0.3027018478100054,-0.9639998474943346,0.37314372462876144,1.9004527572048528,-1.5953174624957613,0.11368002122589109,-0.4146580186499097
-2.2361276495442706,1.0696863916425683,1.6360004834121387,-0.9275821216665701,-0.9070208015092623,-0.8561850579619349,1.1108833995041323,0.11368002122589109,-0.4146580186499097
-1.0451658805454482,1.0696863916425683,0.969351165611072,0.9300604556206034,-0.9070208015092623,1.9337415350801268,-1.5953174624957613,0.11368002122589109,-0.4146580186499097
0.880644639537754,1.0696863916425683,0.969351165611072,-0.2483119194863082,1.6533082507667853,1.7806115149428527,-0.24221703149581444,-0.7265229340074436,-0.4146580186499097
-1.2377469325537684,1.0696863916425683,0.3027018478100054,-0.41997925564138555,0.37314372462876144,0.3673063396679309,1.1108833995041323,-0.7265229340074436,-0.4146580186499097
0.07991289697684358,-0.6297003924264745,0.969351165611072,-0.1396407270487741,-0.9070208015092623,-1.1940373239941162,1.1108833995041323,-0.7265229340074436,-0.4146580186499097
-0.5282377935757466,-0.6297003924264745,0.3027018478100054,-0.12268420829238465,1.6533082507667853,0.01544818289966121,1.1108833995041323,-0.7265229340074436,-0.4146580186499097
